大分類,商品ID,売上
"バッグ",9919898,3492
"バッグ",9931151,2431
"化粧品",9942835,2350
"化粧品",9942834,2200
"化粧品",9910499,2980
"食品",9937366,549
"食品",9942855,207
"食品",9942850,270
"化粧品",9900468,381
"化粧品",9916604,264
"食品",9906395,140
"化粧品",9912147,550
"バッグ",9924985,400
"食品",9915556,1400
"化粧品",9906146,1836
"化粧品",9942892,1488
"化粧品",9911159,190
"食品",9921137,23391
"食品",9914327,1240
"バッグ",9915654,5231
"バッグ",9918503,4351
"バッグ",9920086,1849
"バッグ",9906323,10388
"化粧品",9914185,2680
"食品",9932456,573
"食品",9916457,2352
"食品",9926303,444
"化粧品",9942914,1615
"化粧品",9942915,2375
"バッグ",9914061,6960
"食品",9913374,4708
"食品",9902682,14880
"食品",9908245,8747
"化粧品",9907355,728
"化粧品",9906381,65
"バッグ",9927996,260
"食品",9919914,10585
"化粧品",9942949,28925
"化粧品",9942947,442
"食品",9918236,908
"化粧品",9942953,26550
"バッグ",9942954,600
"化粧品",9906586,375
"化粧品",9942955,1515
"化粧品",9932029,1045
"化粧品",9917429,1146
"バッグ",9919309,1219
"バッグ",9930499,1774
"化粧品",9922484,1904
"化粧品",9917426,211
"食品",9928952,131
"食品",9921292,15715
"バッグ",9942960,52972
"食品",9933490,9078
"食品",9928100,42375
"バッグ",9942962,20753
"食品",9927772,8932
"バッグ",9942963,13243
"食品",9942961,21726
"食品",9942965,16431
"食品",9928120,18105
"食品",9942964,214
"食品",9909926,16539
"化粧品",9942966,4522
"食品",9916262,17
"食品",9907842,129
"バッグ",9905390,3030
"食品",9927226,1649
"化粧品",9939856,26280
"化粧品",9942994,116100
"化粧品",9907972,100
"バッグ",9942991,4560
"化粧品",9922804,10070
"化粧品",9942993,28350
"食品",9929725,16000
"化粧品",9917692,5099
"化粧品",9942997,2690
"化粧品",9943000,11600
"化粧品",9943003,11100
"化粧品",9943005,10560
"化粧品",9938466,68600
"化粧品",9943001,15000
"化粧品",9943002,58400
"化粧品",9943004,7120
"化粧品",9942999,6400
"バッグ",9908768,7790
"バッグ",9918795,3895
"化粧品",9943007,970
"化粧品",9902722,3378
"化粧品",9908654,1755
"化粧品",9943008,2154
"食品",9906178,25080
"化粧品",9906576,1177
"化粧品",9943011,1500
"バッグ",9943016,9085
"化粧品",9906267,10296
"化粧品",9921569,250
"バッグ",9909203,906
"化粧品",9926183,1040
"バッグ",9943023,1099
"化粧品",9920107,4440
"バッグ",9943025,1252
"バッグ",9902950,1000
"バッグ",9916613,400
"食品",9943027,273
"食品",9933811,448
"食品",9927813,172
"食品",9914226,312
"バッグ",9905641,400
"食品",9921469,378
"食品",9933809,592
"食品",9911599,312
"食品",9912573,69630
"食品",9943038,16959
"食品",9943034,8449
"食品",9943039,24510
"食品",9943040,21123
"食品",9943035,7605
"バッグ",9943043,12790
"化粧品",9943047,5653
"バッグ",9943032,9053
"化粧品",9943048,5928
"食品",9943037,8005
"食品",9943031,36977
"化粧品",9943045,5781
"バッグ",9943033,13767
"食品",9943030,31384
"食品",9943029,17047
"食品",9928548,19179
"バッグ",9931774,9443
"食品",9943042,7243
"バッグ",9943044,4655
"化粧品",9943046,9178
"食品",9943041,21123
"食品",9931885,17019
"食品",9943036,10260
"食品",9919340,4542
"バッグ",9911853,3498
"食品",9926448,172
"食品",9915910,478
"化粧品",9916520,5080
"食品",9925200,2974
"食品",9918241,6451
"食品",9930530,6717
"化粧品",9943050,22820
"バッグ",9905968,130
"バッグ",9902110,1165
"食品",9932447,5668
"化粧品",9943049,11410
"食品",9921446,7070
"バッグ",9943057,50800
"化粧品",9931443,1190
"バッグ",9943058,500
"食品",9914071,38
"食品",9924352,54
"化粧品",9923377,8820
"化粧品",9943059,4200
"化粧品",9920037,7254
"食品",9943081,15363
"化粧品",9943098,9350
"化粧品",9911373,160
"バッグ",9905781,400
"化粧品",9910693,730
"化粧品",9912787,78765
"バッグ",9915332,12808
"バッグ",9925372,13431
"バッグ",9901321,400
"バッグ",9921108,5496
"食品",9912471,1060
"バッグ",9904068,7289
"食品",9912585,3348
"バッグ",9922406,13202
"化粧品",9943103,6530
"化粧品",9934251,3484
"化粧品",9908797,4785
"化粧品",9938402,3177
"化粧品",9919819,4183
"化粧品",9919817,4490
"化粧品",9919818,3799
"化粧品",9938403,5160
"化粧品",9943106,5545
"化粧品",9929302,1187
"化粧品",9915075,9933
"化粧品",9912190,3832
"化粧品",9924600,5795
"化粧品",9919134,10725
"バッグ",9928587,3905
"食品",9918617,16783
"化粧品",9943108,2500
"化粧品",9924000,1522
"化粧品",9907558,640
"化粧品",9901426,1781
"化粧品",9929786,334
"化粧品",9909685,640
"バッグ",9908718,4329
"化粧品",9942968,7832
"化粧品",9943112,3940
"化粧品",9904993,790
"バッグ",9927667,3692
"化粧品",9923006,5416
"バッグ",9919503,1072
"化粧品",9925442,2674
"化粧品",9925551,666
"化粧品",9926724,273
"化粧品",9919352,1073
"化粧品",9900803,897
"化粧品",9911808,1354
"バッグ",9919893,1083
"化粧品",9943115,2200
"食品",9943116,25800
"食品",9903824,58
"バッグ",9910987,11333
"バッグ",9920946,22666
"バッグ",9920377,11266
"化粧品",9929116,3483
"食品",9935913,112
"化粧品",9902028,314
"バッグ",9902427,1537
"食品",9926990,819
"バッグ",9908093,3110
"バッグ",9943126,9196
"化粧品",9912682,3900
"化粧品",9902132,274
"化粧品",9909782,940
"化粧品",9917818,1971
"バッグ",9925508,592
"バッグ",9922620,13000
"バッグ",9906641,500
"化粧品",9913848,12720
"バッグ",9906037,6721
"化粧品",9912842,6201
"化粧品",9909682,378
"バッグ",9902207,2800
"化粧品",9943151,77870
"化粧品",9909317,1980
"化粧品",9904607,650
"食品",9943152,1220
"バッグ",9920911,1140
"化粧品",9943156,175750
"バッグ",9905832,778
"バッグ",9943160,1296
"バッグ",9943161,4513
"バッグ",9943162,5415
"バッグ",9943163,4513
"化粧品",9943164,1397
"バッグ",9915657,5890
"バッグ",9924633,4145
"化粧品",9914899,35800
"化粧品",9914692,26400
"化粧品",9905925,6600
"化粧品",9901479,2926
"化粧品",9917614,190
"化粧品",9900637,66
"化粧品",9943234,999
"化粧品",9930418,1723
"化粧品",9920743,200
"食品",9915582,3648
"バッグ",9917579,29825
"バッグ",9931807,4700
"食品",9933013,1071
"バッグ",9909833,3803
"バッグ",9936948,492
"バッグ",9912837,2000
"食品",9930939,1400
"食品",9927805,749
"化粧品",9931744,7106
"バッグ",9907760,90790
"バッグ",9943244,7583
"食品",9943252,13699
"化粧品",9943259,17893
"バッグ",9925666,45924
"食品",9943246,8753
"バッグ",9943248,14008
"食品",9943251,7329
"食品",9943250,21569
"化粧品",9943257,8721
"バッグ",9943253,31920
"バッグ",9943256,13377
"化粧品",9943264,14420
"食品",9943247,22024
"食品",9943243,8098
"バッグ",9943245,35490
"食品",9943249,13758
"バッグ",9943254,14725
"化粧品",9943265,41818
"食品",9943255,4153
"化粧品",9943261,32071
"化粧品",9943262,26754
"バッグ",9919336,26214
"化粧品",9918684,945
"バッグ",9920696,2960
"バッグ",9921722,14008
"化粧品",9943260,11365
"化粧品",9943258,6783
"化粧品",9943263,13699
"化粧品",9913160,580
"化粧品",9943289,2500
"化粧品",9914634,5480
"化粧品",9917733,2000
"化粧品",9911020,5808
"化粧品",9943288,2229
"化粧品",9943286,2229
"バッグ",9925171,500
"化粧品",9943294,5980
"食品",9940733,2057
"化粧品",9927552,1500
"化粧品",9943307,1160
"バッグ",9917774,1340
"食品",9919171,3726
"バッグ",9920322,1482
"バッグ",9943305,4190
"バッグ",9943306,600
"化粧品",9943308,290
"化粧品",9913850,2583
"化粧品",9922193,41250
"食品",9907798,4559
"食品",9915367,2409
"食品",9907785,2756
"化粧品",9909705,4652
"バッグ",9943310,18940
"食品",9905302,4795
"食品",9917713,297
"食品",9906875,3230
"バッグ",9933018,3640
"バッグ",9940014,4840
"化粧品",9910377,440
"食品",9911208,1771
"化粧品",9913521,5800
"バッグ",9937467,1141
"化粧品",9904308,2138
"化粧品",9907048,2066
"化粧品",9943316,2880
"食品",9913303,2600
"化粧品",9906819,5385
"食品",9906681,1266
"食品",9906703,8151
"化粧品",9906190,405
"化粧品",9943324,33858
"化粧品",9903985,390
"バッグ",9903704,2183
"化粧品",9935886,63800
"化粧品",9903692,195
"化粧品",9926545,4150
"化粧品",9927140,3439
"化粧品",9914600,599
"化粧品",9920252,4200
"食品",9908857,7600
"食品",9920363,3800
"化粧品",9906897,3390
"化粧品",9943337,500
"化粧品",9935543,21110
"食品",9943374,21123
"化粧品",9915002,2652
"化粧品",9943376,884
"化粧品",9913304,860
"バッグ",9924092,20120
"バッグ",9900077,200
"化粧品",9918119,249
"化粧品",9911611,680
"化粧品",9902683,190
"化粧品",9938543,1980
"バッグ",9905778,400
"バッグ",9918596,400
"化粧品",9917466,1370
"食品",9918609,7020
"化粧品",9926905,6200
"化粧品",9910229,5000
"バッグ",9906554,329
"化粧品",9905416,140
"バッグ",9901322,1357
"バッグ",9911295,1453
"バッグ",9937617,4007
"バッグ",9919010,2572
"バッグ",9943378,2055
"バッグ",9919009,2631
"バッグ",9927901,3246
"化粧品",9913793,757
"バッグ",9922373,1034
"化粧品",9918543,12461
"バッグ",9920893,1794
"バッグ",9924813,3563
"食品",9901328,1424
"化粧品",9943382,8978
"バッグ",9938144,8721
"食品",9943391,3430
"バッグ",9936287,8531
"バッグ",9943401,21124
"食品",9920077,5052
"化粧品",9918215,770
"バッグ",9943421,11638
"化粧品",9943412,6394
"バッグ",9918242,2763
"食品",9943425,16293
"食品",9916099,2103
"食品",9921792,2291
"食品",9943393,4490
"バッグ",9943392,16872
"バッグ",9943394,14469
"バッグ",9926868,1420
"バッグ",9943407,7817
"バッグ",9943419,40275
"化粧品",9943414,1644
"化粧品",9943424,1442
"食品",9943406,9917
"化粧品",9943410,1805
"化粧品",9943409,1644
"化粧品",9943416,2717
"食品",9943408,10516
"化粧品",9913575,31616
"化粧品",9919667,28567
"バッグ",9937347,4655
"化粧品",9943417,10355
"化粧品",9943423,16416
"食品",9943405,17435
"食品",9943399,7880
"化粧品",9943413,1834
"化粧品",9943411,1017
"化粧品",9943418,2717
"化粧品",9926675,2470
"化粧品",9921874,2005
"食品",9926594,6650
"食品",9918179,1314
"食品",9937055,835
"食品",9907736,2566
"化粧品",9925802,37000
"食品",9932613,98536
"化粧品",9943428,33650
"化粧品",9904959,3422
"食品",9943441,570
"食品",9943440,8148
"バッグ",9919958,400
"バッグ",9925888,400
"食品",9943442,6626
"食品",9943443,5207
"バッグ",9943445,9000
"バッグ",9928912,14140
"食品",9919707,3159
"バッグ",9943446,5880
"化粧品",9907528,79430
"化粧品",9905498,2803
"バッグ",9909773,320
"食品",9914799,82
"バッグ",9920184,3185
"化粧品",9917242,5008
"食品",9921985,6510
"食品",9943466,7245
"化粧品",9931329,190
"バッグ",9931909,400
"バッグ",9916369,20064
"化粧品",9943474,1140
"食品",9930128,85550
"化粧品",9922052,560
"バッグ",9932201,600
"化粧品",9907634,780
"食品",9930053,1269
"バッグ",9914678,400
"化粧品",9913855,590
"化粧品",9913854,630
"化粧品",9936584,630
"化粧品",9922507,17400
"化粧品",9925827,7061
"化粧品",9924757,1167
"化粧品",9918024,4874
"食品",9904075,313
"化粧品",9943482,4930
"食品",9941671,530
"化粧品",9937044,2240
"食品",9943483,1841
"化粧品",9911945,4600
"食品",9909712,11472
"バッグ",9915868,2560
"化粧品",9943484,1790
"バッグ",9904145,1012
"食品",9905110,1950
"食品",9931736,7077
"バッグ",9911737,3977
"食品",9914581,1202
"バッグ",9900615,546
"化粧品",9908254,18510
"バッグ",9943485,143
"バッグ",9941946,1368
"化粧品",9943486,599
"化粧品",9904564,760
"バッグ",9920730,1980
"バッグ",9907257,3107
"化粧品",9911357,2298
"バッグ",9942141,251
"化粧品",9914374,1922
"化粧品",9904585,52
"バッグ",9930698,145
"化粧品",9905379,245
"バッグ",9922012,188
"食品",9911842,209
"食品",9934987,62
"化粧品",9911792,104
"化粧品",9909556,149
"食品",9943496,81273
"食品",9931525,2160
"食品",9943495,1995
"バッグ",9943498,400
"化粧品",9925549,1470
"バッグ",9916658,951
"化粧品",9913670,2925
"化粧品",9943503,11400
"バッグ",9943502,14725
"バッグ",9943501,22868
"化粧品",9920932,720
"バッグ",9902921,885
"化粧品",9919526,6630
"バッグ",9917681,500
"バッグ",9905774,400
"化粧品",9943518,104000
"化粧品",9931662,1527
"食品",9909844,2657
"食品",9910667,4643
"食品",9943517,21920
"化粧品",9928301,150
"化粧品",9943520,779
"化粧品",9943519,22786
"バッグ",9928045,400
"バッグ",9914307,400
"食品",9934826,633
"食品",9915672,1718
"バッグ",9943524,300
"化粧品",9934067,8485
"バッグ",9943523,400
"バッグ",9927014,4871
"化粧品",9943525,757
"化粧品",9928065,840
"バッグ",9903147,400
"化粧品",9924381,7900
"化粧品",9910393,1044
"食品",9918185,483
"食品",9918178,1329
"食品",9918184,526
"食品",9918183,756
"食品",9918180,964
"化粧品",9910768,11010
"バッグ",9907293,52535
"化粧品",9943532,2052
"化粧品",9924922,867
"バッグ",9943529,18050
"化粧品",9916586,12308
"化粧品",9925000,3960
"化粧品",9930953,757
"化粧品",9921762,882
"化粧品",9915401,163058
"化粧品",9902981,633
"バッグ",9929943,6065
"食品",9925483,5600
"食品",9943539,5600
"食品",9927269,14040
"化粧品",9915604,14840
"化粧品",9935876,833
"化粧品",9922309,1200
"食品",9915214,97
"食品",9901755,2925
"化粧品",9912491,398
"化粧品",9912494,1194
"化粧品",9915564,684
"化粧品",9911476,4680
"化粧品",9918771,2070
"化粧品",9905121,171
"化粧品",9901425,224
"化粧品",9905115,133
"化粧品",9905116,104
"バッグ",9901623,400
"化粧品",9943609,6500
"化粧品",9943610,49800
"化粧品",9920378,1280
"バッグ",9909211,1152
"化粧品",9927157,2000
"食品",9943640,2091
"食品",9943641,2091
"食品",9943637,2091
"食品",9943638,2091
"バッグ",9916513,1185
"バッグ",9943639,9416
"バッグ",9917831,1452
"バッグ",9918725,1452
"化粧品",9910422,880
"バッグ",9943654,1360
"食品",9901589,335
"化粧品",9930268,510
"バッグ",9943648,23400
"化粧品",9903738,29800
"食品",9925707,175
"食品",9908343,18
"食品",9924113,18000
"食品",9943665,9644
"バッグ",9901749,400
"バッグ",9920320,400
"バッグ",9922455,500
"化粧品",9925788,1849
"化粧品",9923344,633
"バッグ",9910497,2166
"化粧品",9943685,2456
"バッグ",9918395,1466
"バッグ",9914266,1612
"化粧品",9911188,1526
"化粧品",9934248,2024
"バッグ",9908745,3461
"バッグ",9908763,3461
"バッグ",9908764,1634
"食品",9943681,1206
"食品",9916631,1607
"化粧品",9918237,16215
"バッグ",9919274,400
"バッグ",9907140,300
"化粧品",9916522,4569
"化粧品",9924812,570
"化粧品",9925355,6755
"バッグ",9925632,300
"化粧品",9943715,4113
"化粧品",9943716,6300
"化粧品",9943717,2160
"食品",9909465,8050
"化粧品",9914983,2680
"食品",9913593,11340
"化粧品",9915217,4337
"化粧品",9937013,4937
"化粧品",9929620,8553
"化粧品",9943730,43102
"食品",9912359,1015
"バッグ",9927476,1206
"食品",9943729,5843
"食品",9912429,111
"化粧品",9943744,12408
"食品",9943739,36212
"バッグ",9943740,13926
"食品",9943741,15642
"化粧品",9943743,20284
"化粧品",9919633,6113
"化粧品",9930926,5947
"バッグ",9943742,6593
"バッグ",9926233,2910
"バッグ",9924666,833
"バッグ",9940429,705
"バッグ",9926232,1418
"食品",9915736,579
"食品",9942533,2138
"バッグ",9909645,11042
"食品",9902433,188
"化粧品",9926306,1008
"化粧品",9901438,2892
"化粧品",9943759,616
"バッグ",9933614,5460
"食品",9934329,5681
"バッグ",9943756,5480
"化粧品",9943763,1214
"化粧品",9906194,502
"食品",9932066,4247
"食品",9934573,1735
"化粧品",9943767,55200
"食品",9927107,47310
"食品",9943766,17100
"化粧品",9943768,2400
"化粧品",9912307,725
"化粧品",9935593,320
"化粧品",9913104,169
"化粧品",9903596,1742
"化粧品",9908811,540
"化粧品",9941719,761
"化粧品",9943780,15600
"化粧品",9936300,1700
"化粧品",9912512,5733
"化粧品",9920948,8673
"化粧品",9906689,540
"化粧品",9913592,800
"食品",9935988,4360
"化粧品",9924836,27385
"食品",9929265,872
"食品",9929264,2423
"食品",9919688,775
"バッグ",9912110,3910
"バッグ",9943789,4750
"バッグ",9905520,2499
"化粧品",9943792,16929
"化粧品",9920108,15040
"化粧品",9907975,563
"化粧品",9909313,560
"食品",9943794,981
"化粧品",9910279,4332
"バッグ",9908660,6048
"化粧品",9910645,200
"バッグ",9918593,400
"化粧品",9922604,2560
"バッグ",9905303,800
"化粧品",9910432,1920
"化粧品",9929866,288
"化粧品",9923446,790
"バッグ",9919824,69165
"化粧品",9901337,2423
"食品",9931235,4351
"化粧品",9918089,587
"化粧品",9914643,2340
"化粧品",9943810,1870
"化粧品",9914645,2340
"化粧品",9914540,1140
"化粧品",9903817,16650
"バッグ",9914606,112615
"化粧品",9901821,1530
"食品",9918673,1666
"食品",9919885,1590
"バッグ",9925897,16962
"バッグ",9910828,6008
"化粧品",9924681,4007
"化粧品",9915489,2260
"化粧品",9924675,6063
"化粧品",9943818,5737
"化粧品",9943817,5278
"化粧品",9943816,4990
"化粧品",9943814,3479
"化粧品",9915487,1856
"化粧品",9943820,1856
"化粧品",9943819,6360
"化粧品",9943813,2808
"化粧品",9915488,3479
"化粧品",9943811,2260
"化粧品",9943815,3784
"化粧品",9927248,8830
"化粧品",9943812,2808
"バッグ",9931573,643
"バッグ",9912143,5580
"化粧品",9943829,18566
"化粧品",9919283,1406
"化粧品",9909963,1521
"化粧品",9904591,184
"化粧品",9903098,700
"化粧品",9930166,270
"バッグ",9917058,300
"バッグ",9914976,1104
"化粧品",9919444,383
"化粧品",9943844,2093
"化粧品",9943845,2603
"バッグ",9916596,21517
"化粧品",9925684,33254
"食品",9943847,5153
"化粧品",9902762,1847
"食品",9902507,228
"食品",9943866,2951
"食品",9943868,1388
"食品",9943867,289
"バッグ",9943869,5320
"化粧品",9943870,8541
"バッグ",9915140,285
"化粧品",9927834,4969
"化粧品",9943885,73910
"化粧品",9906724,2700
"バッグ",9918460,11760
"バッグ",9943887,13120
"バッグ",9934929,5843
"バッグ",9920931,500
"バッグ",9909825,1200
"バッグ",9902464,300
"バッグ",9906764,600
"バッグ",9901666,300
"バッグ",9914067,266
"バッグ",9903516,16417
"化粧品",9911861,4275
"食品",9903372,980
"化粧品",9902925,257
"食品",9943894,20098
"バッグ",9943895,7620
"化粧品",9943896,5250
"食品",9902485,10924
"食品",9925907,2900
"化粧品",9912442,230
"バッグ",9943904,3325
"バッグ",9943903,2850
"化粧品",9929634,3858
"化粧品",9908255,3957
"バッグ",9907128,400
"化粧品",9905505,298
"化粧品",9943905,3933
"化粧品",9909722,5460
"化粧品",9943916,2540
"バッグ",9943917,4057
"化粧品",9943913,3303
"バッグ",9918198,8540
"バッグ",9943915,4389
"バッグ",9919849,1430
"バッグ",9921343,1130
"バッグ",9919845,1230
"バッグ",9936753,1120
"バッグ",9919846,1230
"食品",9943912,9090
"食品",9943911,2900
"食品",9918235,1736
"食品",9943908,1440
"食品",9905738,720
"バッグ",9913783,12887
"食品",9943910,10526
"化粧品",9913631,5050
"食品",9905239,8226
"化粧品",9943914,1929
"化粧品",9943918,2260
"バッグ",9911282,3996
"化粧品",9912437,522
"化粧品",9924366,966
"化粧品",9902498,1251
"食品",9936253,6850
"食品",9943932,16239
"食品",9943933,17423
"化粧品",9943935,16891
"バッグ",9943937,7182
"化粧品",9926901,677
"食品",9943934,5852
"食品",9903902,6451
"バッグ",9902271,4677
"化粧品",9938294,9425
"化粧品",9913751,12990
"化粧品",9908496,5199
"化粧品",9943942,929
"化粧品",9926220,3761
"食品",9920327,133537
"食品",9943955,31122
"バッグ",9943954,23368
"食品",9943951,16244
"食品",9943953,2304
"化粧品",9911243,13965
"バッグ",9911179,3396
"バッグ",9927997,273
"バッグ",9920727,2758
"化粧品",9920002,2570
"化粧品",9907605,2168
"化粧品",9908181,3564
"食品",9922106,5250
"バッグ",9915598,6616
"食品",9943977,3990
"食品",9931653,16170
"化粧品",9915546,2201
"食品",9903885,3591
"化粧品",9908786,7745
"化粧品",9943979,4470
"バッグ",9910162,400
"バッグ",9914026,800
"バッグ",9908977,400
"バッグ",9911489,400
"バッグ",9910879,400
"化粧品",9908700,6929
"食品",9943985,544
"バッグ",9914560,1170
"バッグ",9909132,400
"バッグ",9915421,400
"化粧品",9943989,1408
"化粧品",9937995,1107
"バッグ",9934879,400
"化粧品",9907968,18964
"化粧品",9904737,805
"化粧品",9907470,1211
"バッグ",9905833,399
"化粧品",9915259,2500
"バッグ",9902267,27424
"バッグ",9944003,2705
"バッグ",9944001,1002
"バッグ",9943998,3198
"食品",9914791,888
"食品",9905736,1284
"化粧品",9915499,120
"化粧品",9933255,4986
"化粧品",9912377,4946
"化粧品",9911497,10260
"化粧品",9908104,333
"食品",9944007,1416
"食品",9934195,1548
"食品",9904102,1476
"食品",9904103,1416
"化粧品",9911405,13800
"バッグ",9944010,1283
"化粧品",9913813,6563
"化粧品",9910839,794
"化粧品",9912187,28560
"化粧品",9944013,2900
"化粧品",9922756,2369
"化粧品",9944015,2908
"化粧品",9909724,4217
"化粧品",9944014,15120
"化粧品",9908249,115000
"食品",9913294,7646
"化粧品",9916456,2200
"化粧品",9929764,380
"化粧品",9943699,42000
"バッグ",9911893,683
"バッグ",9933656,13186
"バッグ",9912132,3600
"化粧品",9933269,7560
"化粧品",9921920,3221
"化粧品",9920916,4826
"化粧品",9912668,2565
"バッグ",9913959,1634
"バッグ",9928597,5977
"食品",9916703,25270
"食品",9903798,648
"バッグ",9929862,78400
"食品",9908781,1650
"化粧品",9900868,2700
"バッグ",9944047,7938
"バッグ",9907446,228
"化粧品",9944050,12960
"化粧品",9944049,22185
"食品",9911984,1174
"食品",9944044,954
"バッグ",9944045,410
"食品",9924307,775
"化粧品",9930610,53750
"化粧品",9905414,380
"バッグ",9930406,1801
"化粧品",9906868,1608
"化粧品",9944054,1386
"バッグ",9911835,7215
"化粧品",9944055,33535
"食品",9903319,3846
"化粧品",9923604,656
"食品",9923440,1689
"化粧品",9944057,3200
"バッグ",9900158,976
"バッグ",9944067,200
"バッグ",9920093,2052
"化粧品",9907465,2250
"化粧品",9904351,18300
"化粧品",9931680,18200
"バッグ",9944073,26068
"化粧品",9907631,2340
"食品",9944077,2666
"食品",9925431,1938
"バッグ",9922612,570
"バッグ",9906498,2820
"バッグ",9914652,3040
"食品",9924126,128
"食品",9914087,112
"化粧品",9935403,5950
"化粧品",9939212,4862
"食品",9931258,46
"化粧品",9944085,16800
"化粧品",9915495,675
"化粧品",9916781,290
"化粧品",9916782,360
"バッグ",9901416,600
"化粧品",9914505,8900
"バッグ",9944087,1480
"バッグ",9925810,1212
"バッグ",9913843,246
"バッグ",9915297,502
"バッグ",9915308,601
"化粧品",9903182,24
"化粧品",9944093,2399
"化粧品",9907042,250
"バッグ",9908571,163
"化粧品",9937099,472
"化粧品",9912029,420
"バッグ",9904477,182
"化粧品",9907075,318
"化粧品",9914841,186
"化粧品",9929961,144
"バッグ",9910944,269
"バッグ",9942629,2053
"バッグ",9944096,1640
"バッグ",9938373,1011
"バッグ",9901314,1640
"バッグ",9916961,1389
"バッグ",9924575,1029
"バッグ",9911743,750
"食品",9944101,15647
"食品",9909084,9529
"バッグ",9944098,743
"バッグ",9903930,900
"バッグ",9944102,3283
"バッグ",9944100,3570
"化粧品",9911158,15200
"バッグ",9931227,3120
"化粧品",9911826,830
"化粧品",9944116,5700
"バッグ",9944115,11434
"バッグ",9944114,16796
"化粧品",9944117,4066
"食品",9920313,1033
"バッグ",9903434,8436
"化粧品",9930901,880
"食品",9941739,168
"食品",9931433,262
"化粧品",9944122,20670
"食品",9919919,672
"バッグ",9911463,380
"化粧品",9905068,618
"バッグ",9901636,1397
"食品",9944124,1400
"化粧品",9944125,5169
"化粧品",9944126,5492
"化粧品",9902284,1900
"化粧品",9917063,6500
"食品",9906093,250
"化粧品",9944128,2820
"バッグ",9937223,34200
"化粧品",9931283,1881
"食品",9919188,1023
"バッグ",9918497,1080
"バッグ",9933389,6250
"化粧品",9944151,1185
"バッグ",9940378,7866
"バッグ",9902836,1755
"化粧品",9914780,1182
"化粧品",9944154,2700
"化粧品",9911022,7920
"化粧品",9913476,13500
"化粧品",9920443,2700
"化粧品",9913475,10665
"バッグ",9906710,855
"化粧品",9903279,6180
"化粧品",9928817,5400
"化粧品",9902245,5265
"化粧品",9908624,1881
"化粧品",9941101,2565
"化粧品",9913477,2700
"化粧品",9944155,35400
"化粧品",9944156,36000
"食品",9921744,1609
"バッグ",9944158,1132
"化粧品",9937100,675
"バッグ",9941590,10220
"化粧品",9912492,398
"化粧品",9909165,256
"化粧品",9944169,2814
"食品",9922197,6704
"食品",9922196,6704
"化粧品",9908156,660
"化粧品",9916622,370
"食品",9923901,2325
"食品",9920557,1938
"食品",9944168,2031
"食品",9915204,4062
"食品",9936850,4062
"食品",9921555,12084
"食品",9940907,1938
"化粧品",9923382,120
"化粧品",9901596,146
"化粧品",9912789,2233
"化粧品",9906825,423
"化粧品",9904961,937
"化粧品",9933874,162
"食品",9914411,380
"食品",9907515,21940
"バッグ",9908873,414
"化粧品",9934349,7000
"化粧品",9913832,3790
"化粧品",9913758,5960
"化粧品",9911603,6900
"食品",9920003,1980
"バッグ",9905591,2176
"化粧品",9925974,2371
"食品",9905313,90
"化粧品",9913353,98
"食品",9944205,1724
"食品",9940205,1031
"化粧品",9930039,20183
"化粧品",9920167,12600
"バッグ",9931805,28000
"化粧品",9924338,1314
"化粧品",9902376,1752
"化粧品",9938037,1314
"化粧品",9903784,1314
"化粧品",9902375,1752
"化粧品",9907530,24310
"化粧品",9919210,1870
"化粧品",9940070,1050
"食品",9918189,641
"食品",9918186,603
"化粧品",9913139,980
"化粧品",9916727,2730
"化粧品",9914056,2730
"化粧品",9917399,1672
"化粧品",9900996,93
"化粧品",9928017,5819
"化粧品",9908357,4513
"化粧品",9917730,17121
"化粧品",9944211,3524
"化粧品",9910841,1900
"化粧品",9908410,129
"化粧品",9909441,798
"化粧品",9928956,1110
"食品",9913817,2616
"食品",9909230,24510
"食品",9944220,101
"化粧品",9927176,4860
"化粧品",9942541,4680
"バッグ",9926996,500
"バッグ",9920122,500
"化粧品",9944229,4502
"化粧品",9931904,2251
"化粧品",9915959,666
"化粧品",9911540,2277
"化粧品",9944233,2277
"化粧品",9944240,18600
"化粧品",9933304,297
"化粧品",9944056,10260
"化粧品",9926970,27740
"バッグ",9905649,400
"化粧品",9918472,560
"バッグ",9920043,2767
"バッグ",9914548,3120
"化粧品",9910769,474
"化粧品",9913747,2000
"化粧品",9911601,2000
"化粧品",9907402,423
"化粧品",9918299,246
"化粧品",9916761,2500
"化粧品",9920707,315
"化粧品",9943837,4550
"食品",9905294,4500
"バッグ",9922208,802
"化粧品",9944256,29453
"化粧品",9944255,16570
"食品",9944257,928
"食品",9925983,64
"食品",9934196,1476
"食品",9920587,16899
"バッグ",9916079,2981
"化粧品",9902696,741
"化粧品",9925930,15440
"バッグ",9901413,455
"食品",9931090,560
"化粧品",9944262,1723
"化粧品",9922589,594
"化粧品",9933226,647
"化粧品",9941302,9975
"バッグ",9908016,600
"バッグ",9915237,3830
"バッグ",9907119,300
"化粧品",9928361,23400
"化粧品",9937273,2461
"バッグ",9922101,4005
"バッグ",9900053,600
"バッグ",9914384,300
"化粧品",9905612,154
"バッグ",9900052,600
"化粧品",9917406,35036
"化粧品",9907819,920
"化粧品",9917528,6636
"化粧品",9944285,3851
"化粧品",9944284,6270
"バッグ",9923927,20872
"食品",9942802,20872
"化粧品",9916140,2356
